PermitNum,AppliedDate,PermitType,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,Description
BP2017-03634,2017/04/12,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New warehouse/office building
BP2016-13106,2016/10/27,Commercial / Multi Family Project,2499 - Engineer/Utility Misc.,Industrial,Non-Residential,New,New Sanitary Lift Station
BP2017-06919,2017/06/09,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP2017-06355,2017/05/30,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent Structure - Parking Lot Praise
BP2016-12508,2016/10/18,Commercial / Multi Family Project,6105 - Public Works,Government,Non-Residential,New,Savanna Stage 1 Pumphouse
BP2017-04504,2017/04/27,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tents -Northland Mall Treasure Sale Market
BP2017-03548,2017/04/11,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Temporary Structure - Home depot Seasonal Plant Sales
BP2016-14597,2016/12/02,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,The Calgary Nativity Pageant 2016
BP2017-09929,2017/08/01,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,
BP2017-06369,2017/05/30,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New 1 storey building
BP2016-13349,2016/10/28,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,Signature Truck Lines - Accessory Storage Building
BP2017-05838,2017/05/19,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,New 1 storey building
BP2016-10184,2016/08/30,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - One Love
BP2016-09803,2016/08/22,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - CCC Opening Ceremony 2016
BP2017-08231,2017/06/30,Commercial / Multi Family Project,2309 - Terminal-Bus,Industrial,Non-Residential,New,Group A2 Bus Shelter
BP2017-03653,2017/04/12,Commercial / Multi Family Project,3303 - Gas Bar,Commercial,Non-Residential,New,Gas Station Canopy Structure (new)
BP2017-05055,2017/05/08,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tents - Various Size
BP2017-07492,2017/06/19,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Canada Day at Fort Calgary
BP2017-10045,2017/08/03,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event -Korean Day Festival
BP2017-08846,2017/07/13,Commercial / Multi Family Project,3608 - Restaurant,Commercial,Non-Residential,New,New 1 story building
BP2017-09880,2017/08/01,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Wanderlust 108
BP2016-10151,2016/08/30,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,NEW WAREHOUSE/OFFICE o
BP2017-07239,2017/06/14,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent Structure
BP2017-06444,2017/05/31,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,MOCA's Red & White Carnival
BP2017-07079,2017/06/12,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Siemans Stampede Breakfast
BP2016-09804,2016/08/22,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - JDRF Ride for Diabetes Research
BP2016-09174,2016/08/08,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,The Buffalo Temporary Sales Centre
BP2017-07788,2017/06/23,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,Addition of two portable classrooms to west wing.
BP2017-03878,2017/04/18,Commercial / Multi Family Project,"5114 - School, Other",Institutional,Non-Residential,New,Weather Instrumentation Building
BP2016-11494,2016/09/26,Commercial / Multi Family Project,6398 - Municipal/Residential Misc.,Government,Non-Residential,New,NEW 7-PLEX
BP2017-05081,2017/05/08,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,"Temporary Tents - Various sizes, approx 3700sq' total"
BP2017-10050,2017/08/03,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Muslim Heritage Day
BP2017-01409,2017/02/16,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special event - Gospel Event and Hobbies
BP2017-02641,2017/03/22,Commercial / Multi Family Project,2404 - Radio/Tv Tower,Industrial,Non-Residential,New,Rooftop antenna installation
BP2017-05613,2017/05/16,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP2016-11583,2016/09/28,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,Airport Crossing Warehouse Bldg. #3
BP2017-08964,2017/07/17,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,"Special Events ¿ 14 Tents, 1 stage: Franco Festival Calgary"
BP2017-09194,2017/07/19,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,"Special Events - 20 Tents, 1 stage: Calgary Japanese Festival - Omatsuri 2017"
BP2017-08667,2017/07/11,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Base building
BP2017-05487,2017/05/15,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Parkland Summerfest 2017 (20 Tents)
BP2016-13274,2016/10/28,Commercial / Multi Family Project,5301 - Child Care Facility,Institutional,Non-Residential,New,New Arcuri Business Centre #2 building: 3 storey daycare building
BP2016-09455,2016/08/12,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Sait Centennial Harvest Dinner
BP2017-08760,2017/07/12,Commercial / Multi Family Project,6308 - Transportation,Government,Non-Residential,New,Group A2 Bus Shelter
BP2016-09704,2016/08/19,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Multi Cultural Event
BP2016-11256,2016/09/21,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,West Campus Presentation Centre (NEW)
BP2017-00651,2017/01/25,Commercial / Multi Family Project,3503 - Auditorium,Commercial,Non-Residential,New,
BP2016-09232,2016/08/09,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - 2016 Calgary Pride FestivalA2
BP2017-09313,2017/07/21,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP2017-02210,2017/03/10,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,TENT
BP2016-12939,2016/10/26,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Tannenbaum Lighting Event
BP2016-09726,2016/08/19,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Wedding Tent
BP2016-11495,2016/09/26,Commercial / Multi Family Project,6398 - Municipal/Residential Misc.,Government,Non-Residential,New,NEW 3-PLEX
BP2017-08267,2017/07/03,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP2016-09846,2016/08/23,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Tents for X Warrior Challenge 2016
BP2016-13148,2016/10/27,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,The Vaults Phase 2
BP2017-05164,2017/05/09,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - South Trail Tent Event
BP2017-10098,2017/08/03,Commercial / Multi Family Project,6308 - Transportation,Government,Non-Residential,New,Group A2 Bus Shelter
BP2017-08535,2017/07/07,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Kensington's Diagon Alley
BP2016-13135,2016/10/27,Commercial / Multi Family Project,3611 - Restaurant/Drinking Establishment,Commercial,Non-Residential,New,Sage Hill Building #F (new)
BP2017-06368,2017/05/30,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New 1 story building
BP2017-03842,2017/04/17,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New 1 storey commercial retail building
BP2017-04960,2017/05/05,Commercial / Multi Family Project,3203 - Warehouse,Commercial,Non-Residential,New,New 2 storey building
BP2017-08979,2017/07/17,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,"Special Events - 10 Tents, 1 stage: Discovery Ridge Music in the Park"
BP2017-03994,2017/04/19,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP2016-09835,2016/08/23,Commercial / Multi Family Project,2199 - Indust/Manufacture Misc.,Industrial,Non-Residential,New,New 2 storey building
BP2016-09398,2016/08/11,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Flexxaire Parkinson Step n' Stride
BP2016-10736,2016/09/12,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New 1 storey building
BP2017-08301,2017/07/04,Commercial / Multi Family Project,3608 - Restaurant,Commercial,Non-Residential,New,"Legacy Corner, Building B"
BP2017-08055,2017/06/28,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New 2-storey building - Group F3
BP2017-03600,2017/04/11,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - The Brick Tent Sale
BP2017-06976,2017/06/09,Commercial / Multi Family Project,3399 - Motor-Vehicle Misc.,Commercial,Non-Residential,New,Mercedes Benz Parking Temporary Tents
BP2017-07188,2017/06/14,Commercial / Multi Family Project,6308 - Transportation,Government,Non-Residential,New,Group A2 Bus Shelter
BP2016-12366,2016/10/14,Commercial / Multi Family Project,3510 - Recreation Facility,Commercial,Non-Residential,New,Calgary Climbing Centre Rocky Mountain Flagship building
BP2016-10535,2016/09/08,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,BASS Ship for Beakerhead with Beakerhead Creative Society
BP2017-03239,2017/04/04,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Temporary Sales Office Building (3 years)
BP2017-05531,2017/05/15,Commercial / Multi Family Project,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Special Event Temporary Tents - Eid Prayer 2017
BP2016-13163,2016/10/27,Commercial / Multi Family Project,5401 - Church,Institutional,Non-Residential,New,New RCCG - House of Praise Church building: 1 storey
BP2017-02346,2017/03/14,Commercial / Multi Family Project,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Special Event - Rose & Crown Lilac Festival
BP2016-09971,2016/08/25,Commercial / Multi Family Project,2399 - Indust/Utility Misc.,Industrial,Non-Residential,New,Legacy Point Waste & Recycle Bld. (North West) Second W & R Building
BP2017-04170,2017/04/21,Commercial / Multi Family Project,2409 - Electric Substation,Industrial,Non-Residential,New,New 1 storey building
BP2017-04291,2017/04/24,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event/Temp Structures: Walk So Kids Can Talk
BP2016-15070,2016/12/19,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,New Sherwood K-9 school for Calgary Catholic District.
BP2017-07775,2017/06/23,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Events - 25 Tents: ENMAX LINEMAN RODEO
BP2016-11668,2016/09/29,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,Airport Crossing Warehouse Building #4
BP2017-00931,2017/02/02,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Livingston Discovery Sales Centre
BP2016-13206,2016/10/28,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,added mech & plumb circ.
BP2017-04987,2017/05/05,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Felesky Flynn Stampede Breakfast
BP2017-07184,2017/06/14,Commercial / Multi Family Project,6308 - Transportation,Government,Non-Residential,New,Group A2 Bus Shelter
BP2017-02017,2017/03/06,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Pet-A-Palooza
BP2016-10495,2016/09/07,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,Mahogany Elementary School for Calgary Separate School District
BP2016-09619,2016/08/17,Commercial / Multi Family Project,3303 - Gas Bar,Commercial,Non-Residential,New,Shell C-Store in Unit 110 and Gas Bar Canopy
BP2017-08232,2017/06/30,Commercial / Multi Family Project,2309 - Terminal-Bus,Industrial,Non-Residential,New,Group A2 Bus Shelter
BP2017-06367,2017/05/30,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New 1 storey building
BP2016-09229,2016/08/09,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Tour of Alberta Ride the Road tour and Calgary Bicycle Festival
BP2016-13362,2016/10/28,Commercial / Multi Family Project,5301 - Child Care Facility,Institutional,Non-Residential,New,New 2-storey mixed-use building - Group A2
BP2017-08420,2017/07/06,Commercial / Multi Family Project,7002 - Private Retaining Wall,Retaining Wall,Non-Residential,New,Retaining Wall D - Cranston 81
BP2017-07383,2017/06/16,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP2017-08227,2017/06/30,Commercial / Multi Family Project,2309 - Terminal-Bus,Industrial,Non-Residential,New,Group A2 Bus Shelter
BP2016-09966,2016/08/25,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Bed Bath & Beyond Hiring Fair
BP2017-01945,2017/03/03,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Seasonal Sales Area (Garden Centre)
BP2017-02649,2017/03/22,Commercial / Multi Family Project,3608 - Restaurant,Commercial,Non-Residential,New,New 1 storey building
BP2016-13208,2016/10/28,Commercial / Multi Family Project,2199 - Indust/Manufacture Misc.,Industrial,Non-Residential,New,New Bottle Depot
BP2017-06040,2017/05/25,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,2017 Premier's Stampede Breakfast - Special Function Tents
BP2017-05953,2017/05/24,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event/Temp Structures: Springs Church Canada Day Party
BP2017-05201,2017/05/09,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent Permit - 21 - 10'x10'
BP2017-01957,2017/03/03,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Seasonal Sales Area (Garden Centre)
BP2017-01948,2017/03/03,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Seasonal Sales Area (Garden Centre)
BP2017-09135,2017/07/18,Commercial / Multi Family Project,3302 - Dealership,Commercial,Non-Residential,New,New Jack Carter Cadillac Meadows Mile Dealership Building: 2 storey automobile dealership building
BP2016-10019,2016/08/26,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Skypointe - Temporary Sales Centre
BP2016-13145,2016/10/27,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,"Sage Hill Building #Q,#R (new)"
BP2016-15017,2016/12/16,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Interior Alteration - Presentation Centre Show Suite
BP2016-14902,2016/12/14,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Mohogany Building B - 2 Storeys
BP2016-09985,2016/08/25,Commercial / Multi Family Project,3301 - Car Wash,Commercial,Non-Residential,New,New Car Wash facility
BP2017-01697,2017/02/24,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Temporary Office Trailer at Bearstone
BP2016-13139,2016/10/27,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Sage Hill Building #L (new)
BP2016-15052,2016/12/19,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Temp - Seasonal Pop-Up Home Depot Garden Centre
BP2016-11837,2016/10/03,Commercial / Multi Family Project,2409 - Electric Substation,Industrial,Non-Residential,New,Underground Enmax Switch Room with access stairwell (new)
BP2016-12368,2016/10/17,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,"Hallow's Eve in the Village (market, walking performers, choir, magicians, buskers)"
BP2016-10089,2016/08/29,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Calgary Greek Festival 2016
BP2017-04017,2017/04/20,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - POW! Parade of Wonders.
BP2016-11004,2016/09/16,Commercial / Multi Family Project,6299 - Provincial/Commercial Misc.,Government,Non-Residential,New,Southeast Industrial Gate Meter Station
BP2017-05954,2017/05/24,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event/Tent:  Springs Church Stampede Breakfast
BP2017-10308,2017/08/09,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event -Sikh wedding
BP2016-15034,2016/12/19,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,NYE Celebrations
BP2016-11587,2016/09/28,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New 1 Storey Buidling Group F2 - Stonegate landing Phase 1 - Building C
BP2016-12772,2016/10/24,Commercial / Multi Family Project,3102 - Grocery Store,Commercial,Non-Residential,New,Sage Hill CO-OP (new)
BP2017-06112,2017/05/25,Commercial / Multi Family Project,6399 - Municipal/Commercial Misc.,Government,Non-Residential,New,Canada Day (Tent) Celebration for Northeast Centre of Community Society (NECCS) Genesis
BP2016-14975,2016/12/15,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Temporary Sales Trailer - Essentials Savanna
BP2016-12119,2016/10/11,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Royal West 2016 - Agrium Western Event Centre (horse jumping)
BP2016-13158,2016/10/27,Commercial / Multi Family Project,3399 - Motor-Vehicle Misc.,Commercial,Non-Residential,New,South Point Toyota Used Cars Sales Facility building: 8 storey open air storage garage
BP2017-08795,2017/07/12,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Taste of Calgary 2017
BP2017-05980,2017/05/24,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,temporary event - Scout's Canada bleacher seating for Stampede Parade
BP2017-05883,2017/05/23,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Scotiabank Calgary Marathon 2017
BP2017-05746,2017/05/18,Commercial / Multi Family Project,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Special Event/Tent - National 10th Beerhall Inc. - Stampede Event
BP2017-10312,2017/08/09,Commercial / Multi Family Project,6308 - Transportation,Government,Non-Residential,New,Group A2 Bus Shelter
BP2017-00492,2017/01/19,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,Royal Oak Toyota - Hail Structure `B'
BP2016-11919,2016/10/05,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Light the Night
BP2017-07067,2017/06/12,Commercial / Multi Family Project,"5109 - School, Public",Institutional,Non-Residential,New,Modular classroom addition 2 units.
BP2017-04341,2017/04/25,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Mustard Seed Stampede BBQ 2017
BP2017-09551,2017/07/26,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - One Love Chasing Summer 2017
BP2016-09255,2016/08/09,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Toor Wedding
BP2017-03398,2017/04/06,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,New 2 storey mixed use building
BP2016-10396,2016/09/06,Commercial / Multi Family Project,5301 - Child Care Facility,Institutional,Non-Residential,New,Evanston Childcare
BP2017-10092,2017/08/03,Commercial / Multi Family Project,6308 - Transportation,Government,Non-Residential,New,Group A2 Bus Shelter
BP2017-04983,2017/05/05,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Stantec Stampede Lunch
BP2016-10477,2016/09/07,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Evanston Circle Sales Centre  with Streetside Development
BP2017-06542,2017/06/02,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Events for CALGARY INTERNATIONAL RAGGAE FESTIVAL
BP2016-15055,2016/12/19,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Temp - Seasonal Pop-Up Home Depot Garden Centre
BP2016-09871,2016/08/24,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Tuscany Harvest Festival
BP2017-05957,2017/05/24,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event/Temp Structures: Hopewell Residential Stampede Party (private event)
BP2016-13341,2016/10/28,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,High View Place  - 1 Storey Retail
BP2017-07766,2017/06/23,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Tent permit for 1 day festival.
BP2017-07240,2017/06/14,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent Structure
BP2017-03330,2017/04/05,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,New temporary sales office
BP2017-09107,2017/07/18,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,"Special Events - 12 Tents, 1 Risers, 1 stage: Opera in the Village 2017"
BP2017-01927,2017/03/03,Commercial / Multi Family Project,2504 - Greenhouse/Nursery,Industrial,Non-Residential,New,Hull Services Greenhouse
BP2017-05970,2017/05/24,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,new
BP2016-12793,2016/10/24,Commercial / Multi Family Project,3607 - Hotel/Motel,Commercial,Non-Residential,New,The Dorian Hotel - 28 Storeys
BP2017-08596,2017/07/10,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Wedding - Bridgeland Community Centre
BP2016-09473,2016/08/12,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Country Thunder Alberta Event
BP2017-06894,2017/06/08,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Canada Day 150 in Chinatown
BP2016-10735,2016/09/12,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New 1 storey building
BP2016-09532,2016/08/16,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Thind Wedding
BP2016-13113,2016/10/27,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,New 3 Storey Mixed Use Building
BP2017-06621,2017/06/05,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,GM Motors Event
BP2016-12175,2016/10/12,Commercial / Multi Family Project,3607 - Hotel/Motel,Commercial,Non-Residential,New,New Super 8 Hotel - 4 Storey
BP2017-10129,2017/08/04,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Indian Wedding Event Tents - Aug. 18/17
BP2017-00498,2017/01/19,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,Lexus of Royal Oak - Hail Structure `D'
BP2017-08381,2017/07/05,Commercial / Multi Family Project,3506 - Clubhouse,Commercial,Non-Residential,New,New 2 storey building
BP2017-01913,2017/03/02,Commercial / Multi Family Project,2401 - Filtration Plant,Industrial,Non-Residential,New,New 1 storey building
BP2016-11037,2016/09/16,Commercial / Multi Family Project,"5109 - School, Public",Institutional,Non-Residential,New,Standalone modular classroom building of one unit.
BP2017-03843,2017/04/17,Commercial / Multi Family Project,4002 - Vacant,General,Non-Residential,New,CMP Country Hills Nissan Automotive Dealership Building
BP2017-06484,2017/06/01,Commercial / Multi Family Project,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Special Function - Knoxville's Stampede Tent
BP2017-07264,2017/06/14,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,Addition of two modular classrooms.
BP2016-10020,2016/08/26,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Muslim Council of Calgary Prayer
BP2017-03718,2017/04/13,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Wedding Tent
BP2017-05701,2017/05/17,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,"Warehouse Shell, Building E, Great Pl."
BP2016-14698,2016/12/06,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,Hail Protection Tent - Stoney Auto Storage Facility
BP2017-08389,2017/07/05,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP2017-01722,2017/02/27,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Temporary Sales Centre 261-281 Auburn Meadows Drive SE
BP2017-07442,2017/06/19,Commercial / Multi Family Project,4002 - Vacant,General,Non-Residential,New,Special Functions - Carifest 2017
BP2016-13006,2016/10/26,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,NEW WAREHOUSE/OFFICE BUILDING
BP2017-03152,2017/04/03,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Mazda Fuel Your Passion
BP2017-08419,2017/07/06,Commercial / Multi Family Project,7002 - Private Retaining Wall,Retaining Wall,Non-Residential,New,Retaining Wall C - Cranston 81
BP2016-09821,2016/08/23,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Honen's Open Air 2016
BP2017-05860,2017/05/19,Commercial / Multi Family Project,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Special Event - Fundraiser - Garage Sale
BP2017-04989,2017/05/05,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - James Short Ranch
BP2017-10095,2017/08/03,Commercial / Multi Family Project,6308 - Transportation,Government,Non-Residential,New,Group A2 Bus Shelter
BP2017-04274,2017/04/24,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Calgary International Children's Festival
BP2016-13446,2016/10/31,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,NEW WAREHOUSE
